gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,taxon_id,ortholog_sources,num_ortholog_sources
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Gbp4,17472,ENSMUSG00000079363,GBP6,163351,ENSG00000183347,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam,7
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Gbp8,76074,ENSMUSG00000034438,GBP6,163351,ENSG00000183347,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,7
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Gbp9,236573,ENSMUSG00000029298,GBP6,163351,ENSG00000183347,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam,7
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Gch1,14528,ENSMUSG00000037580,GCH1,2643,ENSG00000131979,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Gpr18,110168,ENSMUSG00000050350,GPR18,2841,ENSG00000125245,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Gzma,14938,ENSMUSG00000023132,GZMA,3001,ENSG00000145649,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Helz2,229003,ENSMUSG00000027580,HELZ2,85441,ENSG00000130589,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Herc6,67138,ENSMUSG00000029798,HERC6,55008,ENSG00000138642,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Hif1a,15251,ENSMUSG00000021109,HIF1A,3091,ENSG00000100644,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-D1,14964,ENSMUSG00000073411,HLA-A,3105,ENSG00000206503,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HomoloGene|OMA|OrthoDB|OrthoMCL|PhylomeDB,5
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-Q10,15007,ENSMUSG00000067235,HLA-A,3105,ENSG00000206503,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HomoloGene|OMA|OrthoDB|OrthoMCL|PhylomeDB,5
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-Q2,15013,ENSMUSG00000091705,HLA-A,3105,ENSG00000206503,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HomoloGene|OMA|OrthoDB|OrthoMCL|PhylomeDB,5
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-Q7,15018,ENSMUSG00000060550,HLA-A,3105,ENSG00000206503,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HomoloGene|OMA|OrthoDB|OrthoMCL|PhylomeDB,5
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Gm7030,630294,ENSMUSG00000092243,HLA-B,3106,ENSG00000234745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OMA|OrthoDB|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-Bl,14963,ENSMUSG00000073406,HLA-B,3106,ENSG00000234745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OMA|OrthoDB|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-D1,14964,ENSMUSG00000073411,HLA-B,3106,ENSG00000234745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OMA|OrthoDB|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-M2,14990,ENSMUSG00000016283,HLA-B,3106,ENSG00000234745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OrthoDB|Panther|Treefam,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-M3,14991,ENSMUSG00000016206,HLA-B,3106,ENSG00000234745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OMA|OrthoDB|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-Q10,15007,ENSMUSG00000067235,HLA-B,3106,ENSG00000234745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OMA|OrthoDB|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-Q2,15013,ENSMUSG00000091705,HLA-B,3106,ENSG00000234745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OMA|OrthoDB|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-Q7,15018,ENSMUSG00000060550,HLA-B,3106,ENSG00000234745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OMA|OrthoDB|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-T23,15040,ENSMUSG00000067212,HLA-B,3106,ENSG00000234745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OMA|OrthoDB|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-DMa,14998,ENSMUSG00000037649,HLA-DMA,3108,ENSG00000204257,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-Aa,14960,ENSMUSG00000036594,HLA-DQA1,3117,ENSG00000196735,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,9
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-Eb1,14969,ENSMUSG00000060586,HLA-DRB1,3123,ENSG00000196126,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,OMA|OrthoDB|OrthoMCL|Panther|Treefam,5
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,H2-M3,14991,ENSMUSG00000016206,HLA-G,3135,ENSG00000204632,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HomoloGene|OMA|OrthoDB|Panther|PhylomeDB,5
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Icam1,15894,ENSMUSG00000037405,ICAM1,3383,ENSG00000090339,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ido1,15930,ENSMUSG00000031551,IDO1,3620,ENSG00000131203,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifi27,52668,ENSMUSG00000064215,IFI27,3429,ENSG00000165949,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HGNC|OrthoMCL|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifi27l2b,217845,ENSMUSG00000021208,IFI27,3429,ENSG00000165949,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|HGNC|Panther,3
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifi30,65972,ENSMUSG00000031838,IFI30,10437,ENSG00000216490,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther,8
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifi35,70110,ENSMUSG00000010358,IFI35,3430,ENSG00000068079,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifi44,99899,ENSMUSG00000028037,IFI44,10561,ENSG00000137965,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifi44l,15061,ENSMUSG00000039146,IFI44L,10964,ENSG00000137959,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|Panther,8
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifih1,71586,ENSMUSG00000026896,IFIH1,64135,ENSG00000115267,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifit1bl1,667373,ENSMUSG00000079339,IFIT1,3434,ENSG00000185745,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam,7
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifit2,15958,ENSMUSG00000045932,IFIT2,3433,ENSG00000119922,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifit3,15959,ENSMUSG00000074896,IFIT3,3437,ENSG00000119917,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifitm2,80876,ENSMUSG00000060591,IFITM2,10581,ENSG00000185201,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HGNC|HomoloGene|Inparanoid|OrthoDB|Panther|PhylomeDB,6
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifitm3,66141,ENSMUSG00000025492,IFITM3,10410,ENSG00000142089,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,8
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ifnar2,15976,ENSMUSG00000022971,IFNAR2,3455,ENSG00000159110,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Il10ra,16154,ENSMUSG00000032089,IL10RA,3587,ENSG00000110324,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Il15,16168,ENSMUSG00000031712,IL15,3600,ENSG00000164136,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Il15ra,16169,ENSMUSG00000023206,IL15RA,3601,ENSG00000134470,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Il18bp,16068,ENSMUSG00000070427,IL18BP,10068,ENSG00000137496,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Il2rb,16185,ENSMUSG00000068227,IL2RB,3560,ENSG00000100385,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Il4ra,16190,ENSMUSG00000030748,IL4R,3566,ENSG00000077238,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Il6,16193,ENSMUSG00000025746,IL6,3569,ENSG00000136244,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Il7,16196,ENSMUSG00000040329,IL7,3574,ENSG00000104432,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Irf1,16362,ENSMUSG00000018899,IRF1,3659,ENSG00000125347,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Irf2,16363,ENSMUSG00000031627,IRF2,3660,ENSG00000168310,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Irf4,16364,ENSMUSG00000021356,IRF4,3662,ENSG00000137265,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Irf5,27056,ENSMUSG00000029771,IRF5,3663,ENSG00000128604,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Irf7,54123,ENSMUSG00000025498,IRF7,3665,ENSG00000185507,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Irf8,15900,ENSMUSG00000041515,IRF8,3394,ENSG00000140968,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Irf9,16391,ENSMUSG00000002325,IRF9,10379,ENSG00000213928,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Isg15,100038882,ENSMUSG00000035692,ISG15,9636,ENSG00000187608,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Isg20,57444,ENSMUSG00000039236,ISG20,3669,ENSG00000172183,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Isoc1,66307,ENSMUSG00000024601,ISOC1,51015,ENSG00000066583,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Itgb7,16421,ENSMUSG00000001281,ITGB7,3695,ENSG00000139626,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Jak2,16452,ENSMUSG00000024789,JAK2,3717,ENSG00000096968,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Klrk1,27007,ENSMUSG00000030149,KLRK1,22914,ENSG00000213809,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Lap3,66988,ENSMUSG00000039682,LAP3,51056,ENSG00000002549,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Lats2,50523,ENSMUSG00000021959,LATS2,26524,ENSG00000150457,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Lcp2,16822,ENSMUSG00000002699,LCP2,3937,ENSG00000043462,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Lgals3bp,19039,ENSMUSG00000033880,LGALS3BP,3959,ENSG00000108679,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ly6e,17069,ENSMUSG00000022587,LY6E,4061,ENSG00000160932,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|PhylomeDB|Treefam,9
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Lysmd2,70082,ENSMUSG00000032184,LYSMD2,256586,ENSG00000140280,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Marchf1,72925,ENSMUSG00000036469,MARCHF1,55016,ENSG00000145416,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Mettl7b,71664,ENSMUSG00000025347,METTL7B,196410,ENSG00000170439,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Mt2,17750,ENSMUSG00000031762,MT2A,4502,ENSG00000125148,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HGNC|NCBI|OMA|Panther,4
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Mthfd2,17768,ENSMUSG00000005667,MTHFD2,10797,ENSG00000065911,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Mvp,78388,ENSMUSG00000030681,MVP,9961,ENSG00000013364,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Mx2,17858,ENSMUSG00000023341,MX1,4599,ENSG00000157601,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|Inparanoid|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,8
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Mx1,17857,ENSMUSG00000000386,MX2,4600,ENSG00000183486,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HGNC|OrthoMCL,2
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Mx2,17858,ENSMUSG00000023341,MX2,4600,ENSG00000183486,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HGNC|OrthoMCL,2
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Myd88,17874,ENSMUSG00000032508,MYD88,4615,ENSG00000172936,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Nampt,59027,ENSMUSG00000020572,NAMPT,10135,ENSG00000105835,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ncoa3,17979,ENSMUSG00000027678,NCOA3,8202,ENSG00000124151,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Nfkb1,18033,ENSMUSG00000028163,NFKB1,4790,ENSG00000109320,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Nfkbia,18035,ENSMUSG00000021025,NFKBIA,4792,ENSG00000100906,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Nlrc5,434341,ENSMUSG00000074151,NLRC5,84166,ENSG00000140853,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Nmi,64685,ENSMUSG00000026946,NMI,9111,ENSG00000123609,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Nod1,107607,ENSMUSG00000038058,NOD1,10392,ENSG00000106100,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Nup93,71805,ENSMUSG00000032939,NUP93,9688,ENSG00000102900,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
